鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
左營區,房地(土地+建物)+車位,高雄市左營區新榮街151~180號,17.19,其他,,,10305,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960404,136.82,2,2,2,有,有,有,19989,146,坡道機械,19.51,0
新興區,房地(土地+建物),高雄市新興區五福一路121~150號,9.8,商,,,10304,土地3建物1車位0,見其他登記事項,26,店面(店鋪),商業用,鋼骨鋼筋混凝土造,0910301,183.25,0,0,0,無,無,無,40000,218,,0.0,0
新興區,房地(土地+建物),高雄市新興區復興一路31~60號,97.0,商,,,10304,土地2建物2車位0,見其他登記事項,2,店面(店鋪),,加強磚造,0560311,177.92,0,0,0,無,無,無,60000,337,,0.0,0
苓雅區,房地(土地+建物),高雄市苓雅區成功一路211~240號,93.0,商,,,10304,土地2建物1車位0,見其他登記事項,2,店面(店鋪),,加強磚造,0470201,166.85,0,0,0,無,無,無,50000,300,,0.0,0
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路421~450號,17.77,商,,,10304,土地1建物1車位0,一層,15,店面(店鋪),商業用,鋼筋混凝土造,0980325,195.67000000000002,0,0,0,無,無,無,48000,245,,0.0,0
前金區,房地(土地+建物),高雄市前金區中華三路61~90號,13.67,商,,,10304,土地1建物1車位0,八層,12,辦公商業大樓,,鋼筋混凝土造,0770429,174.35000000000002,0,0,0,無,無,無,14000,80,,0.0,0
三民區,房地(土地+建物),高雄市三民區民族巷1~30號,12.84,商,,,10305,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960604,164.84,4,2,2,有,有,有,17922,109,,0.0,0
三民區,房地(土地+建物)+車位,高雄市三民區九如一路541~570號,9.53,商,,,10304,土地1建物1車位1,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831114,134.54,3,2,2,有,有,有,14000,104,坡道機械,0.0,0
三民區,房地(土地+建物),高雄市三民區中華二路181~210號,10.2,住,,,10304,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820901,64.82,3,2,1,有,有,有,8000,123,,0.0,0
鼓山區,房地(土地+建物),高雄市鼓山區文信路241~270號,17.45,住,,,10305,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,1020604,208.68,0,0,0,無,無,無,58000,278,,0.0,0
