鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
新豐鄉,土地,振興段1051~1080地號,9.97,其他,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,130000,13039,,0.0,0
湖口鄉,房地(土地+建物),新竹縣湖口鄉中山路三段581巷1~30號,38.26,,特定農業區,甲種建築用地,10304,土地1建物5車位0,四層,006,套房(1房1廳1衛),住家用,鋼筋混凝土造,0940610,135.78,1,1,1,有,無,4650000,34247,,0.0,0
湖口鄉,土地,三元段511~540地號,496.31,,山坡地保育區,農牧用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250000,504,,0.0,0
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉新湖路198巷2弄1~30號,100.59,住,,,10303,土地3建物1車位1,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021223,253.16000000000003,4,2,3,有,有,9600000,37921,坡道平面,0.0,0
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉新湖路198巷2弄1~30號,100.59,住,,,10303,土地3建物1車位1,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021223,255.64000000000001,4,2,3,有,有,9650000,37748,坡道平面,0.0,0
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉新湖路198巷6弄1~30號,100.59,住,,,10303,土地3建物1車位1,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1021223,240.81,4,2,3,有,有,9700000,40281,坡道平面,0.0,0
新豐鄉,房地(土地+建物),新竹縣新豐鄉圓山子91~120號,24.36,,特定農業區,甲種建築用地,10303,土地1建物1車位0,二層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830126,82.04,4,2,2,有,無,1800000,21941,,0.0,0
湖口鄉,土地,長嶺段331~360地號,220.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,1818,,0.0,0
新豐鄉,土地,青埔子段391~420地號,1637.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7824000,4779,,0.0,0
新豐鄉,土地,崁頭段871~900地號,2719.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10270000,3777,,0.0,0
湖口鄉,土地,湖南段601~630地號,1009.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7300000,7235,,0.0,0
尖石鄉,土地,義興段義興小段271~300地號,14330.0,,山坡地保育區,林業用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,35,,0.0,0
尖石鄉,土地,新樂段水田小段631~660地號,10383.0,,山坡地保育區,林業用地,10304,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,809874,78,,0.0,0
竹東鎮,房地(土地+建物),新竹縣竹東鎮明星路251巷31~60號,114.86,住,,,10304,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,,104.4,4,2,2,有,無,4200000,40230,,0.0,0
